vg_statebus,vg_comexp,vg_priceexp,is_fax,is_online,is_neither_online_fax,vg_demand_vpq,vg_emplexp,year_binned,sector
1.8741582796321772,2.0528184321112883,1.8715509729886726,6.006006006006006e-05,0.5276876876876877,0.47225225225225226,2.0219158200290277,2.028199723817138,0.0,0
2.0086982742623865,2.0142853821833735,1.892523906786742,3.3811960417465004e-05,0.1892793544169691,0.8106868336226134,1.9952820072914432,2.0853943604413567,0.640495867768595,15
1.9743589743589745,2.0834415584415584,1.8006493506493506,0.0,0.12627877237851662,0.8737212276214834,1.9658031088082901,2.033333333333333,0.9411764705882353,16
2.1995101491963887,2.0865768263175606,1.895105231124067,0.0,0.11530431481715804,0.8846956851828419,2.1076031766697043,2.188493316131866,0.8147208121827412,17
2.032930881336974,2.0995810931160737,1.8929184266103485,6.492241771083555e-05,0.12789716289034603,0.8720379146919431,2.075556065122678,2.189759520111403,0.704119850187266,18
2.115550215279864,2.106577100461199,1.8731440609951846,0.0,0.13775233206653176,0.8622476679334682,2.040513983371126,2.150995357620584,0.815028901734104,19
2.071491356577791,2.1144181189217415,1.9008327765192874,0.0,0.14837068828485137,0.8516293117151487,2.0508856951871657,2.0990492933311744,0.6587837837837838,20
1.9685721449166353,1.989916367380767,1.7709271548101408,2.4646325232907772e-05,0.1941144575343816,0.8058608961403855,1.9710621506083525,2.0784247978838346,0.6376811594202898,21
2.034968584029679,2.0390527122126527,1.9667322341833269,0.0,0.14422859245005376,0.8557714075499462,2.065848621066699,2.120426454220608,0.7327677624602333,22
2.011708482676225,1.8205190395343196,1.7590272660280029,0.0,0.33341121495327103,0.666588785046729,1.765301204819277,2.044957852013737,0.5142857142857142,23
1.867939585611681,1.9229937654567804,1.8618459205067583,0.0,0.34422620579237784,0.6557737942076222,1.9271755345599204,2.0219494508215567,0.46923076923076923,24
1.9394513794085584,1.996458435809149,1.8641227975354016,9.56818768956972e-06,0.21885315702352817,0.7811372747887823,1.9640479692837018,2.0651065536205317,0.5752979414951246,25
2.071401407111618,2.0852241459594465,1.890321762293349,4.130311322215912e-05,0.17867726779906035,0.8212814290877175,2.016901730143322,2.1147102662999218,0.6784313725490196,26
2.0206202305569088,1.9924207924012751,1.9221964978641537,3.1360742622385296e-05,0.2799573493900336,0.7200112898673441,2.004152608357124,2.128938156359393,0.5379537953795379,27
1.976528366455287,2.0631679526698474,1.9124431194100109,4.427689505110819e-05,0.22591969436291873,0.7740360287420301,2.002796953106403,2.0789404998694976,0.55,28
1.9725983249291572,2.011800036998115,1.884613111071703,1.531675039823551e-05,0.2585467467222154,0.7414379365273863,1.9650883780565986,2.0572432573913915,0.5309229305423406,29
1.8518646408839778,1.888582269748189,2.0673110113910944,0.0,0.4301566579634465,0.5698433420365535,1.9292476332835078,1.979641693811075,0.23076923076923078,30
1.9998929152745653,2.024173137145554,1.8935950746220547,1.0432968179447053e-05,0.22180490349504434,0.7781846635367762,1.9892962759414827,2.108650210568381,0.5801952580195258,31
1.9209226837943298,1.8876598686484618,2.008747363689797,0.0,0.2202096915115263,0.7797903084884736,1.9790447102740307,2.0876821583300513,0.6127819548872181,32
1.9709404963827062,1.9784526843136234,1.892351471404775,0.0,0.24390039546886522,0.7560996045311348,1.9621274209550101,2.024875247624063,0.5341959334565619,33
1.8742307589844687,2.023903637626195,1.9701045523851013,5.1710318794115365e-05,0.28388965017969336,0.7160586395015125,1.9793474488024991,2.09662689645014,0.5182926829268293,34
2.102213001383126,2.1001940133037693,1.9747712780704185,0.0001336719689881032,0.23940649645769282,0.7604598315733191,1.981417756366139,2.192555476020043,0.5617977528089888,35
2.0470032501514903,2.018754139986752,1.8199509358030816,0.0,0.1984935156260565,0.8015064843739435,2.0450951919974187,2.1339385186713433,0.6890034364261168,36
